Tanggal,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Daging Ayam,Daging Ayam Ras Segar,Daging Sapi,Daging Sapi Kualitas 1,Daging Sapi Kualitas 2,Telur Ayam,Telur Ayam Ras Segar,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Cabai Merah,Cabai Merah Besar,Cabai Merah Keriting ,Cabai Rawit,Cabai Rawit Hijau,Cabai Rawit Merah,Minyak Goreng,Minyak Goreng Curah,Minyak Goreng Kemasan Bermerk 1,Minyak Goreng Kemasan Bermerk 2,Gula Pasir,Gula Pasir Kualitas Premium,Gula Pasir Lokal
24/07/2018,11700,10600,10300,11800,11600,13000,12600,41300,41300,115600,119100,110600,27050,27050,28700,28700,27700,27700,39100,38600,39750,49650,42700,57000,13600,11700,14700,14150,13800,15550,12450
25/07/2018,11700,10600,10300,11800,11600,12950,12600,41150,41150,115500,118950,110600,26950,26950,28400,28400,27400,27400,37900,38050,38550,48900,42300,56000,13600,11700,14700,14100,13800,15550,12450
26/07/2018,11700,10600,10300,11800,11600,12950,12600,41300,41300,115550,119050,110550,26900,26900,28250,28250,27300,27300,37300,37600,37850,47950,41750,54750,13600,11700,14700,14100,13800,15550,12450
27/07/2018,11700,10600,10300,11800,11600,12950,12600,40850,40850,115650,119150,110650,26800,26800,28050,28050,27350,27350,36800,37050,37300,47350,41700,53900,13550,11700,14700,14100,13800,15550,12450
30/07/2018,11650,10500,10250,11750,11500,12950,12550,39900,39900,115300,118850,110250,26350,26350,27850,27850,27050,27050,35750,35700,36150,45200,40700,50150,13550,11650,14650,14100,13750,15500,12450
31/07/2018,11700,10600,10300,11800,11600,12950,12600,39750,39750,115500,119000,110550,26350,26350,27700,27700,26950,26950,36500,37000,36450,45050,40500,50150,13550,11700,14700,14100,13800,15500,12450
1/8/2018,11700,10600,10300,11800,11600,12950,12550,39200,39200,115500,119000,110600,26250,26250,27700,27700,27000,27000,36450,36900,36400,44700,40250,49850,13600,11700,14700,14100,13800,15500,12450
2/8/2018,11700,10600,10300,11800,11600,12950,12550,39050,39050,115500,119000,110550,26100,26100,27750,27750,27000,27000,36400,36550,36450,44250,40000,49300,13550,11700,14650,14100,13750,15500,12450
3/8/2018,11700,10600,10300,11800,11600,12950,12550,38850,38850,115500,119000,110550,26000,26000,27800,27800,26950,26950,36800,36950,36800,44150,39950,48950,13550,11650,14650,14100,13750,15500,12400
6/8/2018,11650,10600,10300,11750,11550,12900,12500,38300,38300,115350,118950,110200,25700,25700,27600,27600,27000,27000,37150,37050,37100,42200,38500,46350,13550,11700,14650,14100,13800,15550,12450
7/8/2018,11650,10600,10300,11750,11600,12950,12550,37850,37850,115600,119200,110550,25500,25500,27550,27550,26800,26800,37200,36750,37450,41950,38350,45950,13500,11650,14650,14100,13750,15450,12400
8/8/2018,11650,10550,10250,11700,11550,12900,12500,37700,37700,115350,118800,110350,25400,25400,27500,27500,26550,26550,36950,36400,37400,41800,38400,45550,13550,11600,14700,14100,13750,15500,12400
9/8/2018,11650,10600,10300,11800,11600,12950,12550,37700,37700,115700,119200,110750,25300,25300,27500,27500,26750,26750,37050,36450,37500,41700,38550,45250,13550,11650,14650,14100,13750,15450,12400
10/8/2018,11650,10600,10300,11800,11600,12950,12550,37550,37550,115700,119200,110600,25200,25200,27350,27350,26550,26550,36850,36150,37350,41600,38300,45350,13550,11650,14650,14100,13750,15450,12350
13/08/2018,11650,10550,10250,11750,11600,12900,12550,37100,37100,115800,119350,110750,25000,25000,27150,27150,26700,26700,35800,35400,36200,41500,38150,45050,13550,11650,14650,14100,13750,15450,12400
14/08/2018,11600,10500,10200,11700,11550,12850,12500,36950,36950,115500,118900,110500,25050,25050,27000,27000,26450,26450,35700,35250,36000,41400,38200,44750,13550,11650,14650,14100,13750,15500,12350
15/08/2018,11600,10500,10200,11700,11550,12800,12500,36800,36800,115500,118900,110500,25100,25100,27050,27050,26500,26500,35350,35200,35600,41050,37850,44250,13550,11600,14650,14100,13750,15500,12350
16/08/2018,11650,10600,10250,11750,11600,12900,12550,36550,36550,115900,119450,110750,25000,25000,26900,26900,26500,26500,34800,34550,35350,40850,37650,43950,13500,11650,14600,14050,13700,15350,12400
20/08/2018,11650,10550,10250,11750,11600,12900,12550,37550,37550,116700,120300,111800,25200,25200,27200,27200,26800,26800,37550,38000,37450,41650,39000,44250,13550,11650,14600,14100,13700,15450,12350
21/08/2018,11650,10600,10250,11750,11600,12900,12550,38400,38400,119150,122700,113450,25200,25200,27350,27350,27000,27000,38850,39500,38550,42550,40250,44600,13550,11650,14650,14100,13700,15400,12350
23/08/2018,11600,10550,10300,11700,11550,12900,12500,38050,38050,117350,120950,112300,25250,25250,26900,26900,27050,27050,38200,39150,37500,42150,39850,44100,13500,11700,14600,14050,13750,15450,12350
24/08/2018,11700,10550,10350,11750,11600,12900,12550,37850,37850,117100,120700,112150,25050,25050,26850,26850,26750,26750,37900,38800,37550,42150,40000,44150,13500,11650,14600,14100,13700,15400,12350
27/08/2018,11700,10600,10300,11750,11600,12950,12550,37100,37100,116400,119950,111050,24950,24950,26500,26500,26650,26650,36300,37400,35500,39900,38800,40700,13500,11600,14600,14050,13700,15400,12300
28/08/2018,11650,10600,10300,11750,11600,12900,12550,37000,37000,116200,119800,110800,24950,24950,26250,26250,26650,26650,35400,37000,34500,39350,38550,39900,13500,11550,14600,14100,13700,15400,12300
29/08/2018,11650,10600,10300,11750,11600,12900,12550,36900,36900,116000,119650,110750,24950,24950,26100,26100,26500,26500,34900,36100,34350,38850,38150,39400,13500,11550,14600,14100,13700,15400,12300
30/08/2018,11650,10650,10300,11750,11600,12900,12550,36650,36650,115700,119350,110700,24950,24950,26050,26050,26600,26600,33650,34750,33250,38500,37800,39050,13500,11550,14600,14100,13700,15400,12300
31/08/2018,11650,10650,10300,11750,11600,12900,12550,36450,36450,115650,119250,110700,24950,24950,25800,25800,26500,26500,33250,34150,32800,37750,37100,38200,13500,11550,14600,14050,13650,15400,12300
3/9/2018,11700,10650,10300,11800,11600,12950,12550,35850,35850,115700,119350,110700,24800,24800,25450,25450,26300,26300,31750,32250,31500,36000,35350,36200,13450,11550,14550,14000,13700,15400,12300
4/9/2018,11700,10650,10300,11750,11600,12900,12550,35600,35600,115650,119300,110700,24800,24800,25250,25250,26300,26300,31000,31400,30850,36200,35800,36500,13500,11550,14600,14050,13650,15350,12300
5/9/2018,11700,10650,10300,11800,11650,12950,12550,35400,35400,115600,119250,110600,24700,24700,25150,25150,26200,26200,31050,31650,30750,35800,35550,35750,13450,11550,14600,14050,13650,15350,12300
6/9/2018,11650,10650,10300,11750,11600,12900,12500,35250,35250,115400,119100,110300,24650,24650,25150,25150,26350,26350,30900,31250,30300,35400,35250,35150,13500,11600,14550,14050,13650,15400,12300
7/9/2018,11700,10650,10300,11800,11650,12950,12550,35000,35000,115600,119250,110700,24550,24550,25000,25000,26050,26050,31000,31400,30650,35650,35500,35400,13450,11550,14550,14050,13600,15350,12250
10/9/2018,11700,10650,10300,11750,11600,12950,12600,34650,34650,115400,119050,110400,24400,24400,24850,24850,25950,25950,30500,30950,30100,35150,35400,34300,13450,11550,14600,14050,13600,15350,12250
12/9/2018,11700,10600,10300,11750,11650,12950,12600,34350,34350,115400,119050,110400,24350,24350,24500,24500,25750,25750,30600,31250,29950,35000,35200,33950,13450,11550,14550,14050,13600,15300,12200
13/09/2018,11700,10600,10300,11750,11650,12950,12600,34200,34200,115400,119100,110400,24350,24350,24350,24350,25700,25700,30550,30850,30050,34850,35100,33800,13450,11550,14550,14050,13600,15300,12250
14/09/2018,11700,10600,10300,11750,11650,12950,12600,34100,34100,115400,119100,110400,24250,24250,24200,24200,25550,25550,30400,30200,30150,34600,34950,33400,13450,11550,14550,14050,13550,15300,12200
17/09/2018,11700,10650,10300,11750,11650,12950,12600,33850,33850,115500,119200,110350,23950,23950,23750,23750,25400,25400,30350,30300,29850,34500,34750,33350,13450,11550,14550,14050,13550,15250,12200
18/09/2018,11700,10650,10300,11750,11650,12950,12600,33750,33750,115350,119200,110000,23900,23900,23600,23600,25400,25400,30250,30300,29600,34650,34900,33650,13450,11550,14550,14050,13550,15250,12200
19/09/2018,11700,10650,10300,11750,11650,12950,12600,33650,33650,115500,119150,110400,23800,23800,23350,23350,25300,25300,30000,30300,29150,34550,35000,33400,13450,11550,14550,14000,13550,15250,12150
20/09/2018,11700,10650,10250,11750,11600,12950,12600,33550,33550,115500,119100,110400,23650,23650,23250,23250,25100,25100,29750,29850,29000,34750,35150,33700,13450,11500,14550,14000,13500,15250,12150
21/09/2018,11650,10650,10200,11750,11600,12950,12600,33550,33550,115500,119150,110450,23650,23650,23050,23050,25150,25150,29700,29650,28950,34800,35050,33850,13450,11500,14550,14050,13550,15250,12150
24/09/2018,11700,10650,10250,11750,11550,13000,12600,33150,33150,115650,119300,110500,23450,23450,22800,22800,25000,25000,29950,30000,29200,35850,35650,35400,13450,11500,14550,14000,13500,15200,12150
25/09/2018,11700,10650,10250,11750,11550,12950,12600,33050,33050,115600,119250,110500,23300,23300,22600,22600,24850,24850,30000,29700,29450,35750,35700,35100,13450,11500,14550,14000,13500,15250,12100
26/09/2018,11750,10650,10300,11800,11600,13050,12650,33150,33150,115750,119500,110500,23400,23400,22450,22450,24800,24800,30400,30150,29800,36100,36200,35200,13400,11450,14500,14000,13450,15200,12150
27/09/2018,11700,10650,10250,11750,11550,13000,12600,32950,32950,115600,119250,110500,23200,23200,22300,22300,24650,24650,30100,29850,29550,35600,35650,34650,13450,11500,14550,14000,13450,15150,12150
28/09/2018,11700,10650,10250,11750,11550,12950,12600,33000,33000,115650,119250,110500,23150,23150,22200,22200,24500,24500,30300,29950,29800,35550,35550,34550,13400,11450,14550,14000,13500,15200,12100
1/10/2018,11700,10650,10250,11700,11550,13000,12600,33350,33350,115600,119250,110500,23150,23150,21950,21950,24450,24450,30550,30300,30250,36300,35850,36050,13400,11450,14550,14000,13500,15200,12100
2/10/2018,11700,10650,10250,11750,11550,13000,12650,33600,33600,115750,119500,110500,23200,23200,21850,21850,24350,24350,31000,30700,30650,36250,35600,36250,13400,11400,14500,14000,13500,15200,12100
3/10/2018,11700,10650,10250,11750,11600,13000,12650,33750,33750,115700,119550,110400,23300,23300,21700,21700,24250,24250,31250,30850,30950,36300,35600,36350,13400,11400,14500,13950,13450,15200,12100
4/10/2018,11700,10650,10250,11800,11600,13050,12650,33800,33800,115750,119550,110450,23350,23350,21500,21500,24100,24100,31300,30750,31000,36150,35200,36100,13350,11400,14500,13950,13450,15200,12100
5/10/2018,11700,10650,10250,11800,11550,13000,12650,33950,33950,115550,119500,110000,23300,23300,21450,21450,24000,24000,31300,30700,30850,36150,35250,36100,13350,11350,14500,13950,13450,15250,12100
8/10/2018,11700,10650,10250,11750,11550,13000,12650,34000,34000,115600,119250,110450,23350,23350,21450,21450,24100,24100,31850,31400,31100,36750,35800,36850,13400,11450,14550,13950,13500,15250,12100
9/10/2018,11700,10650,10300,11750,11550,13000,12600,34200,34200,115700,119350,110550,23250,23250,21450,21450,24050,24050,32550,31950,31750,36450,35200,36750,13400,11450,14500,14000,13450,15200,12100
10/10/2018,11700,10650,10250,11750,11550,13000,12600,34300,34300,115800,119500,110650,23250,23250,21550,21550,24050,24050,32400,32300,31500,36250,35450,35950,13400,11450,14550,14000,13450,15200,12100
11/10/2018,11700,10650,10250,11750,11500,13000,12600,34400,34400,115900,119600,110750,23350,23350,21650,21650,24100,24100,32600,32500,31600,36150,35100,36150,13400,11450,14550,14000,13450,15200,12100
12/10/2018,11700,10650,10250,11800,11550,13000,12600,34400,34400,115900,119600,110700,23350,23350,21700,21700,24050,24050,32650,32100,32050,36150,35350,36100,13400,11450,14550,14000,13450,15200,12100
15/10/2018,11750,10700,10300,11750,11600,13000,12650,34700,34700,115400,119250,110050,23400,23400,22300,22300,24350,24350,33400,33150,32400,36800,35800,37000,13400,11450,14550,14000,13450,15200,12050
16/10/2018,11750,10700,10300,11750,11600,13000,12650,34600,34600,115600,119300,110400,23300,23300,22500,22500,24450,24450,33800,33350,32950,37050,36150,37100,13400,11450,14500,14000,13450,15200,12050
17/10/2018,11750,10700,10300,11750,11600,13050,12650,34650,34650,115700,119500,110350,23200,23200,22650,22650,24600,24600,33650,32400,33550,36600,35800,36500,13350,11450,14500,13950,13400,15100,12100
18/10/2018,11750,10700,10300,11750,11600,13000,12650,34400,34400,115600,119300,110350,23250,23250,22700,22700,24700,24700,33900,33350,33250,36650,36100,36300,13400,11450,14500,14000,13450,15200,12050
19/10/2018,11750,10700,10300,11750,11600,13000,12650,34350,34350,115600,119300,110350,23250,23250,22800,22800,24850,24850,34000,33500,33250,36750,36000,36550,13400,11450,14500,13950,13450,15200,12050
22/10/2018,11750,10700,10300,11750,11600,13000,12650,34200,34200,115600,119250,110350,23200,23200,22950,22950,25000,25000,35250,34350,34900,36950,35800,37050,13400,11400,14500,14000,13400,15200,12050
23/10/2018,11700,10650,10250,11750,11550,13000,12600,34000,34000,115350,119100,110000,23150,23150,23100,23100,25200,25200,35000,34050,34800,37250,36150,37350,13350,11350,14500,13950,13400,15150,12000
24/10/2018,11750,10700,10300,11800,11600,13000,12650,34000,34000,115550,119200,110400,23250,23250,23100,23100,25200,25200,34850,33900,34800,36750,35700,36750,13350,11400,14500,14000,13400,15200,12000
25/10/2018,11750,10700,10300,11750,11600,13000,12650,34100,34100,115550,119200,110350,23150,23150,23300,23300,25400,25400,34850,34000,34800,36450,35500,36400,13350,11400,14500,14000,13400,15200,12050
26/10/2018,11750,10650,10300,11750,11600,13000,12650,34150,34150,115550,119200,110350,23150,23150,23350,23350,25300,25300,34550,33600,34500,36600,35750,36500,13350,11400,14500,13950,13400,15200,12050
29/10/2018,11750,10700,10300,11800,11600,13000,12650,33800,33800,115550,119200,110350,23150,23150,23400,23400,25400,25400,34600,33600,34650,36700,35850,36500,13350,11400,14500,13950,13400,15200,12000
30/10/2018,11750,10700,10300,11800,11600,13000,12650,33750,33750,115500,119200,110250,23150,23150,23500,23500,25450,25450,34350,33450,34350,36550,35900,36150,13350,11400,14500,13950,13400,15200,12050
31/10/2018,11750,10700,10300,11800,11600,13000,12650,33900,33900,115600,119250,110500,23150,23150,23600,23600,25500,25500,34250,33350,34350,36400,35750,36100,13350,11400,14500,13950,13400,15150,12000
1/11/2018,11750,10700,10350,11800,11600,13000,12650,33700,33700,115600,119250,110500,23150,23150,23600,23600,25400,25400,33800,32950,33900,36300,35900,35950,13350,11350,14500,13950,13400,15150,12000
2/11/2018,11700,10650,10300,11750,11550,13000,12650,33600,33600,115600,119200,110600,23150,23150,23700,23700,25500,25500,33300,32700,33250,35900,35300,35800,13350,11350,14500,13950,13400,15150,12000
5/11/2018,11750,10650,10300,11800,11600,13000,12650,33600,33600,115600,119150,110600,23250,23250,23650,23650,25350,25350,33250,32650,33150,36600,35700,37450,13350,11350,14500,13950,13350,15150,12000
6/11/2018,11700,10600,10250,11750,11550,13000,12650,33500,33500,115450,119050,110350,23200,23200,23750,23750,25350,25350,33100,32600,32950,36650,35900,37650,13300,11300,14450,13950,13350,15100,12000
7/11/2018,11750,10650,10300,11800,11650,13000,12650,33550,33550,115650,119200,110650,23200,23200,23850,23850,25250,25250,32950,32600,32850,36800,35550,38100,13350,11350,14500,13950,13400,15150,12000
8/11/2018,11750,10650,10300,11800,11650,13000,12650,33500,33500,115600,119200,110600,23200,23200,24000,24000,25250,25250,32800,32700,32550,36700,35350,38150,13350,11350,14500,13950,13400,15150,12000
9/11/2018,11750,10700,10300,11800,11650,13000,12650,33350,33350,115600,119200,110550,23200,23200,24050,24050,25250,25250,32600,33000,32000,36500,35200,37950,13350,11300,14450,13900,13350,15100,12000
12/11/2018,11750,10700,10300,11800,11650,13000,12650,33600,33600,115750,119350,110700,23300,23300,24750,24750,25100,25100,33100,33550,32450,37200,35450,38850,13300,11300,14500,13900,13350,15100,11950
13/11/2018,11750,10700,10300,11800,11650,13000,12650,33650,33650,115750,119350,110700,23400,23400,25000,25000,25100,25100,32900,33600,32100,37450,35950,38850,13300,11300,14500,13900,13350,15100,11950
14/11/2018,11750,10700,10350,11800,11650,13050,12650,33700,33700,115750,119350,110700,23600,23600,25250,25250,25050,25050,32300,33250,31550,37100,36050,38100,13350,11300,14500,13950,13350,15100,12000
15/11/2018,11750,10700,10300,11800,11650,13050,12650,34000,34000,115750,119300,110700,23650,23650,25400,25400,24900,24900,32200,33250,31500,37150,36200,37850,13300,11300,14450,13900,13350,15100,11950
16/11/2018,11800,10700,10350,11900,11700,13100,12750,33950,33950,115900,119450,110900,23800,23800,25800,25800,24850,24850,32700,33800,32000,38000,36950,38850,13300,11300,14450,13900,13350,15100,11950
19/11/2018,11750,10700,10350,11800,11650,13050,12650,34150,34150,115850,119450,110950,24000,24000,25800,25800,24450,24450,33150,34650,32100,38000,36500,39200,13300,11250,14450,13900,13350,15100,11950
21/11/2018,11750,10700,10350,11800,11650,13050,12650,34250,34250,115750,119350,110750,24050,24050,26100,26100,24400,24400,32700,34100,31800,37800,36600,39050,13300,11250,14450,13900,13300,15100,11950
22/11/2018,11750,10700,10350,11800,11650,13050,12650,34300,34300,115750,119350,110750,24100,24100,26100,26100,24400,24400,32600,33850,31700,38250,36950,39700,13300,11250,14450,13900,13300,15100,11950
23/11/2018,11750,10700,10350,11800,11650,13050,12650,34450,34450,115750,119350,110750,24200,24200,26100,26100,24300,24300,32400,33750,31500,37500,35750,39500,13300,11200,14450,13900,13300,15100,11950
26/11/2018,11750,10700,10350,11800,11650,13050,12650,35050,35050,115750,119350,110750,24400,24400,26550,26550,24300,24300,32450,33500,31700,37600,35450,40000,13250,11200,14450,13900,13300,15100,11900
27/11/2018,11750,10700,10350,11800,11650,13050,12650,35300,35300,115750,119350,110700,24400,24400,26600,26600,24250,24250,32200,33350,31600,37350,35550,39200,13250,11200,14450,13900,13300,15050,11900
